material_line,mu,part_number,OD_mm,ID_mm,HT_mm,Ae_mm2,Le_mm,Ve_cm3,Wa_mm2,Ap_mm4,AL_min_nH,AL_nom_nH,AL_max_nH,AL_tolerance_pct,MLT_0wf,MLT_20wf,MLT_25wf,MLT_30wf,MLT_35wf,MLT_40wf,MLT_45wf,MLT_50wf,MLT_60wf,MLT_70wf,wound_OD_40wf_mm,wound_HT_40wf_mm,wound_OD_max_mm,wound_HT_max_mm,SA_core_mm2,SA_40wf_mm2,awg_sl_min,awg_sl_max,awg_sl_count,awg_sl_turns_rdc,note,coated,coating_note,datasheet_url,data_source
EDGE,40,0059450A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,66,72.0,78,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059450A2.pdf,MagInc_2025_catalog
High Flux,40,0058450A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,66,72.0,78,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058450A2.pdf,MagInc_2025_catalog
MPP,40,0055450A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,66,72.0,78,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055450A2.pdf,MagInc_2025_catalog
Kool Mu,60,0077451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077451A7.pdf,MagInc_2025_catalog
Kool Mu MAX,60,0079451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0079451A7.pdf,MagInc_2025_catalog
Kool Mu Hf,60,0076451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0076451A7.pdf,MagInc_2025_catalog
Kool Mu Ultra,60,0070451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0070451A7.pdf,MagInc_2025_catalog
XFlux,60,0078451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078451A7.pdf,MagInc_2025_catalog
XFlux Ultra,60,0074451A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0074451A7.pdf,MagInc_2025_catalog
EDGE,60,0059451A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059451A2.pdf,MagInc_2025_catalog
High Flux,60,0058451A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058451A2.pdf,MagInc_2025_catalog
MPP,60,0055451A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,99,108.0,117,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055451A2.pdf,MagInc_2025_catalog
Kool Mu,75,0077452A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,124,135.0,146,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077452A7.pdf,MagInc_2025_catalog
XFlux,75,0078452A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,124,135.0,146,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078452A7.pdf,MagInc_2025_catalog
EDGE,75,0059452A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,124,135.0,146,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059452A2.pdf,MagInc_2025_catalog
High Flux,75,0058452A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,124,135.0,146,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058452A2.pdf,MagInc_2025_catalog
MPP,75,0055452A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,124,135.0,146,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055452A2.pdf,MagInc_2025_catalog
Kool Mu,90,0077453A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,148,161.0,174,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077453A7.pdf,MagInc_2025_catalog
XFlux,90,0078453A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,148,161.0,174,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078453A7.pdf,MagInc_2025_catalog
EDGE,90,0059453A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,148,161.0,174,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0059453A2.pdf,MagInc_2025_catalog
High Flux,90,0058453A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,148,161.0,174,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058453A2.pdf,MagInc_2025_catalog
MPP,90,0055453A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,148,161.0,174,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055453A2.pdf,MagInc_2025_catalog
Kool Mu,125,0077454A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,206,224.0,242,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0077454A7.pdf,MagInc_2025_catalog
XFlux,125,0078454A7,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,206,224.0,242,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0078454A7.pdf,MagInc_2025_catalog
High Flux,125,0058454A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,206,224.0,242,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0058454A2.pdf,MagInc_2025_catalog
MPP,125,0055454A2,43.84,23.39,17.27,147.5,102.0,15.1,430.0,63400.0,206,224.0,242,8,55.0,61.1,62.5,63.8,65.6,67.1,68.9,70.8,74.2,78.5,47.6,24.6,59.4,36.7,5800.0,8400.0,8,27,18,AWG8:18T/0.0025ohm; AWG9:21T/0.0037ohm; AWG11:27T/0.0072ohm; AWG12:31T/0.0103ohm; AWG14:39T/0.02ohm; AWG15:44T/0.0281ohm; AWG16:50T/0.0399ohm; AWG17:56T/0.0556ohm; AWG18:63T/0.0784ohm; AWG19:71T/0.11ohm; AWG20:80T/0.156ohm; AWG21:90T/0.219ohm; AWG22:101T/0.31ohm; AWG23:113T/0.433ohm; AWG24:126T/0.608ohm; AWG25:142T/0.86ohm; AWG26:159T/1.22ohm; AWG27:176T/1.68ohm,,true,Coated core. A2 finish for HF/MPP/Edge. A7 finish for KM/XFlux. Min 2kVAC for OD>=17.27mm.,https://www.mag-inc.com/Media/Magnetics/Datasheets/0055454A2.pdf,MagInc_2025_catalog
